Query,,,,,,Subject,,,,,,Score,,Identities,,Gaps,,Strand,,Taxonomy,,,,,,,,,Filter,NCBI_16S_ribosomal_RNA_20200305
denovo1210,419,1,1,419,100,"NR_134825.1 Thermogutta hypogea strain SBP2 16S ribosomal RNA, partial sequence",NR_134825.1,1445,264,679,28.79,472,0,365/419,87,3/419,0,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Thermoguttaceae; Thermogutta; Thermogutta hypogea,Thermogutta hypogea,Thermogutta,Thermoguttaceae,Pirellulales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo1211,419,2,1,419,100,"NR_157720.1 Emticicia soli strain ZZ-4 16S ribosomal RNA, partial sequence",NR_157720.1,1451,297,715,28.88,592,0,386/419,92,0/419,0,Plus,Plus,Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Emticicia; Emticicia soli,Emticicia soli,Emticicia,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,,Bacteria,,
denovo1212,419,1,162,419,61.58,"NR_148580.1 Acidicapsa acidisoli strain SK-11 16S ribosomal RNA, partial sequence",NR_148580.1,1465,456,713,17.61,206.1,0,211/260,81,4/260,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1213,419,2,1,415,99.05,"NR_025795.1 Desulfatibacillum alkenivorans strain PF2803 16S ribosomal RNA, partial sequence",NR_025795.1,1524,350,765,27.3,313.2,0,342/424,80,17/424,4,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1214,419,2,1,419,100,"NR_117019.1 Blastococcus saxobsidens strain BC444 16S ribosomal RNA, partial sequence",NR_117019.1,1510,327,749,28.01,518.2,0,377/424,88,6/424,1,Plus,Plus,Bacteria; Actinobacteria; Actinobacteria; Geodermatophilales; Geodermatophilaceae; Blastococcus; Blastococcus saxobsidens,Blastococcus saxobsidens,Blastococcus,Geodermatophilaceae,Geodermatophilales,Actinobacteria,Actinobacteria,,Bacteria,,
denovo1215,419,4,1,417,99.52,"NR_116662.1 Laceyella tengchongensis strain YIM 10002 16S ribosomal RNA, partial sequence",NR_116662.1,1398,280,695,29.76,182.1,0,315/421,74,9/421,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1216,419,1,1,419,100,"NR_043948.1 Pyxidicoccus fallax strain DSM 14698 16S ribosomal RNA, partial sequence",NR_043948.1,1493,324,741,28,401.8,0,352/419,84,1/419,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1217,419,1,1,415,99.05,"NR_074633.1 Alkaliphilus metalliredigens QYMF 16S ribosomal RNA, partial sequence",NR_074633.1,1521,346,755,26.96,219,0,322/420,76,15/420,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1218,419,1,1,419,100,"NR_148582.1 Tepidisphaera mucosa strain 2842 16S ribosomal RNA, partial sequence",NR_148582.1,1491,321,739,28.1,431.4,0,357/419,85,0/419,0,Plus,Plus,Bacteria; Planctomycetes; Phycisphaerae; Tepidisphaerales; Tepidisphaeraceae; Tepidisphaera; Tepidisphaera mucosa,Tepidisphaera mucosa,Tepidisphaera,Tepidisphaeraceae,Tepidisphaerales,Phycisphaerae,Planctomycetes,,Bacteria,,
denovo1219,419,1,1,419,100,"NR_160536.1 Polyangium sorediatum strain Pl s12 16S ribosomal RNA, partial sequence",NR_160536.1,1552,357,775,27,686.2,0,403/419,96,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Polyangiaceae; Polyangium; Polyangium sorediatum,Polyangium sorediatum,Polyangium,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1220,419,1,1,419,100,"NR_116539.1 Moorea producens strain 3L 16S ribosomal RNA, partial sequence",NR_116539.1,1369,221,639,30.61,209.8,0,327/429,76,20/429,4,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1221,419,1,1,419,100,"NR_151905.1 Vicinamibacter silvestris strain Ac_5_C6 16S ribosomal RNA, partial sequence",NR_151905.1,1515,343,761,27.66,558.8,0,381/420,90,2/420,0,Plus,Plus,Bacteria; Acidobacteria; Vicinamibacteria; ; Vicinamibacteraceae; Vicinamibacter; Vicinamibacter silvestris,Vicinamibacter silvestris,Vicinamibacter,Vicinamibacteraceae,,Vicinamibacteria,Acidobacteria,,Bacteria,,
denovo1222,419,1,1,419,100,"NR_156918.1 Luteitalea pratensis strain HEG_-6_39 16S ribosomal RNA, partial sequence",NR_156918.1,1506,344,762,27.82,553.3,0,380/420,90,2/420,0,Plus,Plus,Bacteria; Acidobacteria; Vicinamibacteria; ; Vicinamibacteraceae; Luteitalea; Luteitalea pratensis,Luteitalea pratensis,Luteitalea,Vicinamibacteraceae,,Vicinamibacteria,Acidobacteria,,Bacteria,,
denovo1223,419,2,1,419,100,"NR_074491.2 Phycisphaera mikurensis NBRC 102666 16S ribosomal RNA, complete sequence",NR_074491.2,1506,332,749,27.76,457.2,0,365/422,86,7/422,1,Plus,Plus,Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; Phycisphaera; Phycisphaera mikurensis,Phycisphaera mikurensis,Phycisphaera,Phycisphaeraceae,Phycisphaerales,Phycisphaerae,Planctomycetes,,Bacteria,,
denovo1224,419,1,1,419,100,"NR_164955.1 Tellurirhabdus rosea strain U15 16S ribosomal RNA, partial sequence",NR_164955.1,1465,309,727,28.6,614.2,0,391/420,93,2/420,0,Plus,Plus,Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Tellurirhabdus; Tellurirhabdus rosea,Tellurirhabdus rosea,Tellurirhabdus,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,,Bacteria,,
denovo1225,419,1,1,419,100,"NR_104782.1 Spirochaeta aurantia subsp. aurantia strain J1 16S ribosomal RNA, partial sequence",NR_104782.1,1528,329,747,27.42,420.3,0,357/421,84,4/421,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1226,419,1,1,419,100,"NR_134756.1 Limisphaera ngatamarikiensis strain NGM72.4 16S ribosomal RNA, partial sequence",NR_134756.1,1410,301,719,29.72,464.6,0,367/423,86,8/423,1,Plus,Plus,Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobia subdivision 3; Limisphaera; Limisphaera ngatamarikiensis,Limisphaera ngatamarikiensis,Limisphaera,Verrucomicrobia subdivision 3,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,,Bacteria,,
denovo1227,419,2,1,419,100,"NR_146349.1 Lacunisphaera limnophila strain IG16b 16S ribosomal RNA, partial sequence",NR_146349.1,1558,355,773,26.89,536.6,0,378/421,89,4/421,0,Plus,Plus,Bacteria; Verrucomicrobia; Opitutae; Opitutales; Opitutaceae; Lacunisphaera; Lacunisphaera limnophila,Lacunisphaera limnophila,Lacunisphaera,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,,Bacteria,,
denovo1228,419,3,1,419,100,"NR_114000.1 Labrys miyagiensis strain NBRC 101365 16S ribosomal RNA, partial sequence",NR_114000.1,1412,282,700,29.67,647.4,0,398/421,94,4/421,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Labrys; Labrys miyagiensis,Labrys miyagiensis,Labrys,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1229,419,3,1,419,100,"NR_126278.1 Rhodococcus defluvii strain Ca11 16S ribosomal RNA, partial sequence",NR_126278.1,1371,280,698,30.56,769.3,0,418/419,99,0/419,0,Plus,Plus,Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus; Rhodococcus defluvii,Rhodococcus defluvii,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,,Bacteria,,
denovo1230,419,1,1,416,99.28,"NR_126241.1 Lihuaxuella thermophila strain YIM 77831 16S ribosomal RNA, partial sequence",NR_126241.1,1497,314,729,27.79,636.4,0,392/416,94,0/416,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Lihuaxuella; Lihuaxuella thermophila,Lihuaxuella thermophila,Lihuaxuella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1231,419,5,1,419,100,"NR_157661.1 Mesorhizobium helmanticense strain CSLC115N 16S ribosomal RNA, partial sequence",NR_157661.1,1411,291,709,29.7,758.2,0,416/419,99,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium; Mesorhizobium helmanticense,Mesorhizobium helmanticense,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1232,419,1,1,417,99.52,"NR_148803.1 Anseongella ginsenosidimutans strain Gsoil 524 16S ribosomal RNA, partial sequence",NR_148803.1,1457,319,735,28.62,422.2,0,356/419,84,4/419,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1233,419,2,1,419,100,"NR_074978.1 Opitutus terrae PB90-1 16S ribosomal RNA, partial sequence",NR_074978.1,1551,350,768,27.01,675.1,0,401/419,95,0/419,0,Plus,Plus,Bacteria; Verrucomicrobia; Opitutae; Opitutales; Opitutaceae; Opitutus; Opitutus terrae,Opitutus terrae,Opitutus,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,,Bacteria,,
denovo1234,419,1,1,419,100,"NR_041004.1 Lysobacter brunescens strain KCTC 12130 16S ribosomal RNA, partial sequence",NR_041004.1,1467,316,734,28.56,774.9,0,419/419,100,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter; Lysobacter brunescens,Lysobacter brunescens,Lysobacter,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo1235,419,1,1,419,100,"NR_113569.1 Portibacter lacus strain YM8-076 16S ribosomal RNA, partial sequence",NR_113569.1,1478,332,749,28.28,523.7,0,374/419,89,1/419,0,Plus,Plus,Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Haliscomenobacteraceae; Portibacter; Portibacter lacus,Portibacter lacus,Portibacter,Haliscomenobacteraceae,Saprospirales,Saprospiria,Bacteroidetes,,Bacteria,,
denovo1236,419,1,1,419,100,"NR_118138.1 Gaiella occulta strain F2-233 16S ribosomal RNA, partial sequence",NR_118138.1,1544,337,754,27.07,507.1,0,375/423,88,9/423,2,Plus,Plus,Bacteria; Actinobacteria; Rubrobacteria; Gaiellales; Gaiellaceae; Gaiella; Gaiella occulta,Gaiella occulta,Gaiella,Gaiellaceae,Gaiellales,Rubrobacteria,Actinobacteria,,Bacteria,,
denovo1237,419,2,1,419,100,"NR_114668.1 Bosea thiooxidans strain BI-42 16S ribosomal RNA, partial sequence",NR_114668.1,1447,298,716,28.96,653,0,397/419,94,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bosea; Bosea thiooxidans,Bosea thiooxidans,Bosea,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1238,419,1,1,415,99.05,"NR_026266.1 Verrucomicrobium spinosum DSM 4136 = JCM 18804 16S ribosomal RNA, partial sequence",NR_026266.1,1492,304,731,28.69,438.8,0,369/431,85,19/431,4,Plus,Plus,Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Verrucomicrobium; Verrucomicrobium spinosum,Verrucomicrobium spinosum,Verrucomicrobium,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,,Bacteria,,
denovo1239,419,2,1,419,100,"NR_113860.1 Thermoflexibacter ruber strain NBRC 16677 16S ribosomal RNA, partial sequence",NR_113860.1,1437,300,718,29.16,436.9,0,360/421,85,4/421,0,Plus,Plus,Bacteria; Bacteroidetes; Cytophagia; Cytophagales; ; Thermoflexibacter; Thermoflexibacter ruber,Thermoflexibacter ruber,Thermoflexibacter,,Cytophagales,Cytophagia,Bacteroidetes,,Bacteria,,
denovo1240,419,2,1,418,99.76,"NR_113324.1 Clostridium putrefaciens strain JCM 1431 16S ribosomal RNA, partial sequence",NR_113324.1,1473,331,748,28.38,368.6,0,348/421,82,6/421,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1241,419,1,1,419,100,"NR_117452.1 Tepidamorphus gemmatus strain CB-27A 16S ribosomal RNA, partial sequence",NR_117452.1,1391,272,690,30.12,619.7,0,392/420,93,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae; Tepidamorphus; Tepidamorphus gemmatus,Tepidamorphus gemmatus,Tepidamorphus,Rhodobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1242,419,1,1,419,100,"NR_112972.1 Aciditerrimonas ferrireducens JCM 15389 strain IC-180 16S ribosomal RNA, partial sequence",NR_112972.1,1483,321,739,28.25,630.8,0,394/420,93,2/420,0,Plus,Plus,Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Acidimicrobiaceae; Aciditerrimonas; Aciditerrimonas ferrireducens,Aciditerrimonas ferrireducens,Aciditerrimonas,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia,Actinobacteria,,Bacteria,,
denovo1243,419,1,1,409,97.61,"NR_116274.1 Moorea producens strain 3L 16S ribosomal RNA, partial sequence",NR_116274.1,1369,221,628,29.8,161.8,0,307/414,74,11/414,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1244,419,1,1,413,98.57,"NR_112597.1 Streptomyces scabrisporus strain NBRC 100760 16S ribosomal RNA, partial sequence",NR_112597.1,1449,306,715,28.3,394.5,0,347/413,84,3/413,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1245,419,1,1,408,97.37,"NR_148580.1 Acidicapsa acidisoli strain SK-11 16S ribosomal RNA, partial sequence",NR_148580.1,1465,316,720,27.65,274.4,0,325/411,79,9/411,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1246,419,1,1,419,100,"NR_114470.1 Oscillochloris trichoides DG-6 16S ribosomal RNA, partial sequence",NR_114470.1,1418,290,708,29.55,381.5,0,352/423,83,8/423,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1247,419,1,1,419,100,"NR_037120.1 Rhodopila globiformis strain 7950 16S ribosomal RNA, partial sequence",NR_037120.1,1465,318,736,28.6,708.4,0,407/419,97,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Rhodopila; Rhodopila globiformis,Rhodopila globiformis,Rhodopila,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1248,419,1,1,235,56.09,"NR_125566.1 Lyticum flagellatum strain 299 16S ribosomal RNA, partial sequence",NR_125566.1,1338,239,468,17.19,213.5,0,198/237,83,9/237,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1249,419,1,1,419,100,"NR_118636.1 Bythopirellula goksoyri strain Pr1d 16S ribosomal RNA, partial sequence",NR_118636.1,1418,278,696,29.55,564.3,0,382/420,90,2/420,0,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Lacipirellulaceae; Bythopirellula; Bythopirellula goksoyri,Bythopirellula goksoyri,Bythopirellula,Lacipirellulaceae,Pirellulales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo1250,419,1,1,419,100,"NR_133817.1 Phreatobacter oligotrophus strain PI_21 16S ribosomal RNA, partial sequence",NR_133817.1,1402,280,698,29.89,747.2,0,414/419,98,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; ; ; Phreatobacter; Phreatobacter oligotrophus,Phreatobacter oligotrophus,Phreatobacter,,,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1251,419,2,1,419,100,"NR_041355.1 Longilinea arvoryzae strain KOME-1 16S ribosomal RNA, partial sequence",NR_041355.1,1422,308,726,29.47,564.3,0,381/419,90,0/419,0,Plus,Plus,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Longilinea; Longilinea arvoryzae,Longilinea arvoryzae,Longilinea,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexi,,Bacteria,,
denovo1252,419,2,1,419,100,"NR_156102.1 Racemicystis persica strain MSr11462 16S ribosomal RNA, partial sequence",NR_156102.1,1505,320,738,27.84,658.5,0,398/419,94,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Polyangiaceae; Racemicystis; Racemicystis persica,Racemicystis persica,Racemicystis,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1253,419,1,1,419,100,"NR_126170.1 Thermoclostridium caenicola strain EBR596 16S ribosomal RNA, partial sequence",NR_126170.1,1565,439,857,26.77,730.5,0,412/420,98,2/420,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Hungateiclostridiaceae; Thermoclostridium; Thermoclostridium caenicola,Thermoclostridium caenicola,Thermoclostridium,Hungateiclostridiaceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
denovo1254,419,1,1,419,100,"NR_043169.1 Caldalkalibacillus thermarum strain HA6 16S ribosomal RNA, partial sequence",NR_043169.1,1485,314,732,28.22,608.7,0,389/419,92,0/419,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Caldalkalibacillus; Caldalkalibacillus thermarum,Caldalkalibacillus thermarum,Caldalkalibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1255,419,2,1,419,100,"NR_074379.1 Sphaerobacter thermophilus strain DSM 20745 16S ribosomal RNA, partial sequence",NR_074379.1,1497,328,748,28.12,527.4,0,377/422,89,4/422,0,Plus,Plus,Bacteria; Chloroflexi; Thermomicrobia; Sphaerobacterales; Sphaerobacteraceae; Sphaerobacter; Sphaerobacter thermophilus,Sphaerobacter thermophilus,Sphaerobacter,Sphaerobacteraceae,Sphaerobacterales,Thermomicrobia,Chloroflexi,,Bacteria,,
denovo1256,419,2,1,419,100,"NR_104819.1 Nitrosomonas nitrosa strain Nm90 16S ribosomal RNA, partial sequence",NR_104819.1,1462,308,726,28.66,769.3,0,418/419,99,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; Nitrosomonas; Nitrosomonas nitrosa,Nitrosomonas nitrosa,Nitrosomonas,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo1257,419,2,1,416,99.28,"NR_074698.1 Ignavibacterium album JCM 16511 16S ribosomal RNA, partial sequence",NR_074698.1,1527,334,750,27.31,420.3,0,357/420,85,7/420,1,Plus,Plus,Bacteria; Ignavibacteriae; Ignavibacteria; Ignavibacteriales; Ignavibacteriaceae; Ignavibacterium; Ignavibacterium album,Ignavibacterium album,Ignavibacterium,Ignavibacteriaceae,Ignavibacteriales,Ignavibacteria,Ignavibacteriae,,Bacteria,,
denovo1258,419,1,1,419,100,"NR_137347.1 Sulfurifustis variabilis strain skN76 16S ribosomal RNA, partial sequence",NR_137347.1,1454,305,723,28.82,647.4,0,396/419,94,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Acidiferrobacterales; Acidiferrobacteraceae; Sulfurifustis; Sulfurifustis variabilis,Sulfurifustis variabilis,Sulfurifustis,Acidiferrobacteraceae,Acidiferrobacterales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo1259,419,1,1,346,82.58,"NR_153714.1 Fervidobacterium thailandense strain FC2004 16S ribosomal RNA, partial sequence",NR_153714.1,1339,308,652,25.77,167.3,0,265/350,75,9/350,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1260,419,1,1,419,100,"NR_148575.1 Fimbriiglobus ruber strain SP5 16S ribosomal RNA, partial sequence",NR_148575.1,1390,297,716,30.22,529.3,0,375/420,89,1/420,0,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Gemmatales; Gemmataceae; Fimbriiglobus; Fimbriiglobus ruber,Fimbriiglobus ruber,Fimbriiglobus,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo1261,419,1,1,419,100,"NR_133848.1 Roseomonas soli strain 5N26 16S ribosomal RNA, partial sequence",NR_133848.1,1414,285,703,29.63,741.6,0,413/419,98,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas; Roseomonas soli,Roseomonas soli,Roseomonas,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1262,419,1,1,419,100,"NR_036877.1 Craurococcus roseus strain NS130 16S ribosomal RNA, partial sequence",NR_036877.1,1443,306,724,29.04,664.1,0,399/419,95,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Craurococcus; Craurococcus roseus,Craurococcus roseus,Craurococcus,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1263,419,1,1,419,100,"NR_024943.1 Peredibacter starrii strain A3.12 16S ribosomal RNA, partial sequence",NR_024943.1,1457,305,723,28.76,686.2,0,403/419,96,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Oligoflexia; Bacteriovoracales; Bacteriovoracaceae; Peredibacter; Peredibacter starrii,Peredibacter starrii,Peredibacter,Bacteriovoracaceae,Bacteriovoracales,Oligoflexia,Proteobacteria,,Bacteria,,
denovo1264,419,1,1,419,100,"NR_153725.1 Iodidimonas muriae strain C-3 16S ribosomal RNA, partial sequence",NR_153725.1,1437,303,721,29.16,608.7,0,389/419,92,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Iodidimonadales; Iodidimonadaceae; Iodidimonas; Iodidimonas muriae,Iodidimonas muriae,Iodidimonas,Iodidimonadaceae,Iodidimonadales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1265,419,1,147,419,65.16,"NR_156844.1 Ruficoccus amylovorans strain CC-MHH0563 16S ribosomal RNA, partial sequence",NR_156844.1,1471,488,760,18.56,206.1,0,222/276,80,6/276,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1266,419,3,1,419,100,"NR_102776.1 Syntrophus aciditrophicus strain SB 16S ribosomal RNA, partial sequence",NR_102776.1,1559,346,764,26.88,425.9,0,360/423,85,8/423,1,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Syntrophobacterales; Syntrophaceae; Syntrophus; Syntrophus aciditrophicus,Syntrophus aciditrophicus,Syntrophus,Syntrophaceae,Syntrophobacterales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1267,419,2,1,419,100,"NR_121726.1 Fimbriimonas ginsengisoli strain GSoil 348 16S ribosomal RNA, partial sequence",NR_121726.1,1500,322,739,27.87,479.4,0,370/423,87,9/423,2,Plus,Plus,Bacteria; Armatimonadetes; Fimbriimonadia; Fimbriimonadales; Fimbriimonadaceae; Fimbriimonas; Fimbriimonas ginsengisoli,Fimbriimonas ginsengisoli,Fimbriimonas,Fimbriimonadaceae,Fimbriimonadales,Fimbriimonadia,Armatimonadetes,,Bacteria,,
denovo1268,419,1,1,419,100,"NR_115707.1 Nodularia spumigena strain PCC 73104 16S ribosomal RNA, partial sequence",NR_115707.1,1443,283,701,29.04,237.5,0,327/424,77,10/424,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
